SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
1757,318,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for laparoscopic gallbladder removal, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, everything important was handled professionally maybe I expected more",neutral,nurse (individual),nurse,positive
1758,318,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for laparoscopic gallbladder removal, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, everything important was handled professionally maybe I expected more",neutral,appointment,appointment,negative
1759,957,"I met Dr. Marcus Lee, for cardiac ablation surgery, my appointment was rescheduled twice, nursing staff followed standard checks, parking was easy to find, nothing stood out as especially good or bad",neutral,Dr. Marcus Lee,doctor,neutral
1760,957,"I met Dr. Marcus Lee, for cardiac ablation surgery, my appointment was rescheduled twice, nursing staff followed standard checks, parking was easy to find, nothing stood out as especially good or bad",neutral,cardiac ablation,surgery,neutral
1761,957,"I met Dr. Marcus Lee, for cardiac ablation surgery, my appointment was rescheduled twice, nursing staff followed standard checks, parking was easy to find, nothing stood out as especially good or bad",neutral,cardiac ablation surgery,surgery,neutral
1762,957,"I met Dr. Marcus Lee, for cardiac ablation surgery, my appointment was rescheduled twice, nursing staff followed standard checks, parking was easy to find, nothing stood out as especially good or bad",neutral,nursing staff,nurse,neutral
1763,957,"I met Dr. Marcus Lee, for cardiac ablation surgery, my appointment was rescheduled twice, nursing staff followed standard checks, parking was easy to find, nothing stood out as especially good or bad",neutral,appointment,appointment,negative
1764,957,"I met Dr. Marcus Lee, for cardiac ablation surgery, my appointment was rescheduled twice, nursing staff followed standard checks, parking was easy to find, nothing stood out as especially good or bad",neutral,parking,parking,positive
1765,250,"I met Dr. Steven Holt, at Summit Care Facility, for arthroscopic knee repair, the nurse explained the medication schedule, parking signs were unclear, everything important was handled professionally maybe I expected more",neutral,Dr. Steven Holt,doctor,neutral
1766,250,"I met Dr. Steven Holt, at Summit Care Facility, for arthroscopic knee repair, the nurse explained the medication schedule, parking signs were unclear, everything important was handled professionally maybe I expected more",neutral,Summit Care Facility,facility,neutral
1767,250,"I met Dr. Steven Holt, at Summit Care Facility, for arthroscopic knee repair, the nurse explained the medication schedule, parking signs were unclear, everything important was handled professionally maybe I expected more",neutral,arthroscopic knee repair,surgery,neutral
1768,250,"I met Dr. Steven Holt, at Summit Care Facility, for arthroscopic knee repair, the nurse explained the medication schedule, parking signs were unclear, everything important was handled professionally maybe I expected more",neutral,nursing staff,nurse,neutral
1769,250,"I met Dr. Steven Holt, at Summit Care Facility, for arthroscopic knee repair, the nurse explained the medication schedule, parking signs were unclear, everything important was handled professionally maybe I expected more",neutral,parking,parking,negative
1770,526,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the nurse explained the medication schedule, parking took longer than expected, I left feeling confused and frustrated",negative,Dr. Nina Alvarez,doctor,negative
1771,526,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the nurse explained the medication schedule, parking took longer than expected, I left feeling confused and frustrated",negative,Westbridge Medical Campus,facility,negative
1772,526,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the nurse explained the medication schedule, parking took longer than expected, I left feeling confused and frustrated",negative,cardiac ablation,surgery,negative
1773,526,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the nurse explained the medication schedule, parking took longer than expected, I left feeling confused and frustrated",negative,cardiac ablation surgery,surgery,negative
1774,526,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the nurse explained the medication schedule, parking took longer than expected, I left feeling confused and frustrated",negative,nursing staff,nurse,negative
1775,526,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the nurse explained the medication schedule, parking took longer than expected, I left feeling confused and frustrated",negative,parking,parking,negative
1776,871,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, parking took longer than expected, the experience was acceptable but unremarkable",neutral,Dr. Nina Alvarez,doctor,neutral
1777,871,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, parking took longer than expected, the experience was acceptable but unremarkable",neutral,Westbridge Medical Campus,facility,neutral
1778,871,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, parking took longer than expected, the experience was acceptable but unremarkable",neutral,cardiac ablation,surgery,neutral
1779,871,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, parking took longer than expected, the experience was acceptable but unremarkable",neutral,cardiac ablation surgery,surgery,neutral
1780,871,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, parking took longer than expected, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1781,871,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for cardiac ablation surgery, the appointment started late, parking took longer than expected, the experience was acceptable but unremarkable",neutral,parking,parking,negative
1782,54,"I met Dr. Nina Alvarez, for hernia correction surgery, my appointment was rescheduled twice, parking signs were unclear, overall the experience felt well managed and clear",negative,Dr. Nina Alvarez,doctor,negative
1783,54,"I met Dr. Nina Alvarez, for hernia correction surgery, my appointment was rescheduled twice, parking signs were unclear, overall the experience felt well managed and clear",negative,hernia correction,surgery,negative
1784,54,"I met Dr. Nina Alvarez, for hernia correction surgery, my appointment was rescheduled twice, parking signs were unclear, overall the experience felt well managed and clear",negative,hernia correction surgery,surgery,negative
1785,54,"I met Dr. Nina Alvarez, for hernia correction surgery, my appointment was rescheduled twice, parking signs were unclear, overall the experience felt well managed and clear",negative,appointment,appointment,negative
1786,54,"I met Dr. Nina Alvarez, for hernia correction surgery, my appointment was rescheduled twice, parking signs were unclear, overall the experience felt well managed and clear",negative,parking,parking,negative
1787,550,"I met Dr. Alan Moore, at Oakwood Surgical Institute, the appointment process was smooth, several things went wrong without explanation",negative,Dr. Alan Moore,doctor,negative
1788,550,"I met Dr. Alan Moore, at Oakwood Surgical Institute, the appointment process was smooth, several things went wrong without explanation",negative,Oakwood Surgical Institute,facility,negative
